LID,Language,Longitude,Latitude,ISO639.3,Continent,Area,Macrocontinent
678,Bulgarian,25,42.5,bul,W and SW Eurasia,Europe,Eurasia
2859,Bulgarian (Old),25,42.5,xbo,W and SW Eurasia,Europe,Eurasia
683,Romanian,25,46,ron,W and SW Eurasia,Europe,Eurasia
2334,Dari,66,35,prs,N-C Asia,Greater Mesopotamia,Eurasia
798,Romani (Sepecides),27,38.25,rmn,W and SW Eurasia,Greater Mesopotamia,Eurasia
1304,Greek (Cypriot),33,34.75,ell,W and SW Eurasia,Greater Mesopotamia,Eurasia
100,Hittite,33,39,hit,W and SW Eurasia,Greater Mesopotamia,Eurasia
2465,Ladino,33,40,lad,W and SW Eurasia,Greater Mesopotamia,Eurasia
834,Arabic (Kormakiti),33.5,35.25,acy,W and SW Eurasia,Greater Mesopotamia,Eurasia
2618,Türk Isaret Dili,34,39,tsm,W and SW Eurasia,Greater Mesopotamia,Eurasia
1216,Arabic (Negev),34.75,30.5,ajp,W and SW Eurasia,Greater Mesopotamia,Eurasia
583,Hebrew (Modern),34.83,31.5,heb,W and SW Eurasia,Greater Mesopotamia,Eurasia
1656,Sign Language Israeli,34.83,32,isr,W and SW Eurasia,Greater Mesopotamia,Eurasia
2373,Domari,35,32,rmt,W and SW Eurasia,Greater Mesopotamia,Eurasia
529,Hebrew (Biblical),35,32,hbo,W and SW Eurasia,Greater Mesopotamia,Eurasia
864,Neo-Aramaic (Arbel Jewish),35,31.75,aij,W and SW Eurasia,Greater Mesopotamia,Eurasia
502,Turkish,35,39,tur,W and SW Eurasia,Greater Mesopotamia,Eurasia
2908,Samaritan,35.11,32.3,smp,W and SW Eurasia,Greater Mesopotamia,Eurasia
1315,Hebrew (Modern Ashenazic),35.17,31.75,heb,W and SW Eurasia,Greater Mesopotamia,Eurasia
868,Arabic (Palestinian),35.25,32,ajp,W and SW Eurasia,Greater Mesopotamia,Eurasia
1221,Arabic (Beirut),35.5,33.92,apc,W and SW Eurasia,Greater Mesopotamia,Eurasia
781,Lughat al-Isharat al-Lubnaniya,35.83,34,jos,W and SW Eurasia,Greater Mesopotamia,Eurasia
1222,Arabic (Lebanese),36,34,apc,W and SW Eurasia,Greater Mesopotamia,Eurasia
907,Arabic (North Levantine Spoken),36,33.75,apc,W and SW Eurasia,Greater Mesopotamia,Eurasia
2834,Ugaritic,36.03,35.6,uga,W and SW Eurasia,Greater Mesopotamia,Eurasia
833,Arabic (Hijazi),38,26,acw,W and SW Eurasia,Greater Mesopotamia,Eurasia
1223,Arabic (Syrian),38,34,apc,W and SW Eurasia,Greater Mesopotamia,Eurasia
2912,Syriac,38.79,37.16,syc,W and SW Eurasia,Greater Mesopotamia,Eurasia
1211,Adyghe (Shapsugh),38.9,44.9,ady,W and SW Eurasia,Greater Mesopotamia,Eurasia
458,Adyghe (West Circassian),39.08,44.1,ady,W and SW Eurasia,Greater Mesopotamia,Eurasia
2919,Dimili,39.21,38.68,diq,W and SW Eurasia,Greater Mesopotamia,Eurasia
2918,Kirmanjki,39.55,39.11,kiu,W and SW Eurasia,Greater Mesopotamia,Eurasia
2656,Ubykh,39.67,43.67,uby,W and SW Eurasia,Greater Mesopotamia,Eurasia
1212,Adyghe (Temirgoy),40,45,ady,W and SW Eurasia,Greater Mesopotamia,Eurasia
108,Hurrian,40,37,xhu,W and SW Eurasia,Greater Mesopotamia,Eurasia
2840,Aramaic (Biblical),40.1,35.32,tmr,W and SW Eurasia,Greater Mesopotamia,Eurasia
1210,Adyghe (Abzakh),40.3,44.5,ady,W and SW Eurasia,Greater Mesopotamia,Eurasia
2971,Laz (Ardesen),40.98,41.18,lzz,W and SW Eurasia,Greater Mesopotamia,Eurasia
7,Abkhaz,41,43.08,abk,W and SW Eurasia,Greater Mesopotamia,Eurasia
863,Neo-Aramaic (Assyrian),41,36,aii,W and SW Eurasia,Greater Mesopotamia,Eurasia
2823,Zazaki,41,39,zza,W and SW Eurasia,Greater Mesopotamia,Eurasia
1926,Laz,41.5,41.5,lzz,W and SW Eurasia,Greater Mesopotamia,Eurasia
824,Abaza,42,44,abq,W and SW Eurasia,Greater Mesopotamia,Eurasia
124,Karachay-Balkar,42,43.5,krc,W and SW Eurasia,Greater Mesopotamia,Eurasia
676,Kurmanjî,42,38,kur,W and SW Eurasia,Greater Mesopotamia,Eurasia
2752,Mingrelian,42,42.5,xmf,W and SW Eurasia,Greater Mesopotamia,Eurasia
481,Svan,42.5,43,sva,W and SW Eurasia,Greater Mesopotamia,Eurasia
1160,Chaldean (Modern),43,36,cld,W and SW Eurasia,Greater Mesopotamia,Eurasia
1254,Neo-Aramaic (Amadiya),43,37,cld,W and SW Eurasia,Greater Mesopotamia,Eurasia
3101,Neo-Aramaic (Barwar),43.2,37.16,aii,W and SW Eurasia,Greater Mesopotamia,Eurasia
675,Circassian (East),43.3,43.3,kbd,W and SW Eurasia,Greater Mesopotamia,Eurasia
610,Armenian (Western),43.5,38.5,hyw,W and SW Eurasia,Greater Mesopotamia,Eurasia
830,Arabic (Iraqi),44,33,acm,W and SW Eurasia,Greater Mesopotamia,Eurasia
952,Arabic (San'ani),44,16,ayn,W and SW Eurasia,Greater Mesopotamia,Eurasia
86,Georgian,44,42,kat,W and SW Eurasia,Greater Mesopotamia,Eurasia
985,Kurdish (Central),44,36,ckb,W and SW Eurasia,Greater Mesopotamia,Eurasia
325,Ossetic,44,43,oss,W and SW Eurasia,Greater Mesopotamia,Eurasia
15,Akkadian,44.37,32.5,akk,W and SW Eurasia,Greater Mesopotamia,Eurasia
114,Ingush,44.77,42.97,inh,W and SW Eurasia,Greater Mesopotamia,Eurasia
25,Armenian (Eastern),45,40,hye,W and SW Eurasia,Greater Mesopotamia,Eurasia
360,Sumerian,45,33,sux,W and SW Eurasia,Greater Mesopotamia,Eurasia
2923,Kajali,45.35,38.51,xkj,W and SW Eurasia,Greater Mesopotamia,Eurasia
1590,Hawrami,45.5,35.75,hac,W and SW Eurasia,Greater Mesopotamia,Eurasia
970,Tsova-Tush,45.5,42.5,bbl,W and SW Eurasia,Greater Mesopotamia,Eurasia
49,Chechen,45.54,43.13,che,W and SW Eurasia,Greater Mesopotamia,Eurasia
1263,Tsez,45.95,42.2,ddo,W and SW Eurasia,Greater Mesopotamia,Eurasia
1542,Hinuq,45.99,42.18,gin,W and SW Eurasia,Greater Mesopotamia,Eurasia
2193,Noghay,46,44,nog,W and SW Eurasia,Greater Mesopotamia,Eurasia
1149,Chamalal,46.06,42.54,cji,W and SW Eurasia,Greater Mesopotamia,Eurasia
1531,Godoberi,46.11,42.63,gdo,W and SW Eurasia,Greater Mesopotamia,Eurasia
1700,Bezhta,46.13,42.14,kap,W and SW Eurasia,Greater Mesopotamia,Eurasia
2572,Tindi,46.14,42.45,tin,W and SW Eurasia,Greater Mesopotamia,Eurasia
1840,Bagwalal,46.17,42.56,kva,W and SW Eurasia,Greater Mesopotamia,Eurasia
1751,Khwarshi,46.17,42.25,khv,W and SW Eurasia,Greater Mesopotamia,Eurasia
2946,Botlikh,46.22,42.66,bph,W and SW Eurasia,Greater Mesopotamia,Eurasia
530,Hunzib,46.23,42.16,huz,W and SW Eurasia,Greater Mesopotamia,Eurasia
895,Andi,46.27,42.79,ani,W and SW Eurasia,Greater Mesopotamia,Eurasia
2960,Avar (Chadakolob),46.32,42.19,ava,W and SW Eurasia,Greater Mesopotamia,Eurasia
872,Akhvakh,46.33,42.33,akv,W and SW Eurasia,Greater Mesopotamia,Eurasia
1807,Karata,46.34,42.6,kpt,W and SW Eurasia,Greater Mesopotamia,Eurasia
2962,Akhvakh (Northern),46.35,42.52,akv,W and SW Eurasia,Greater Mesopotamia,Eurasia
942,Avar,46.7,42.54,ava,W and SW Eurasia,Greater Mesopotamia,Eurasia
917,Archi,46.83,42.07,aqc,W and SW Eurasia,Greater Mesopotamia,Eurasia
954,Azari (Iranian),47,37.5,azb,W and SW Eurasia,Greater Mesopotamia,Eurasia
2608,Neo-Aramaic (Persian Azerbaijan),47,38,trg,W and SW Eurasia,Greater Mesopotamia,Eurasia
2948,Dargi (Mehweb),47.05,42.25,dar,W and SW Eurasia,Greater Mesopotamia,Eurasia
155,Lak,47.11,42.17,lbe,W and SW Eurasia,Greater Mesopotamia,Eurasia
2577,Tsakhur,47.17,41.67,tkr,W and SW Eurasia,Greater Mesopotamia,Eurasia
389,Udi,47.27,41.08,udi,W and SW Eurasia,Greater Mesopotamia,Eurasia
2388,Rutul,47.31,41.61,rut,W and SW Eurasia,Greater Mesopotamia,Eurasia
1820,Kumyk,47.33,43,kum,W and SW Eurasia,Greater Mesopotamia,Eurasia
2826,Dargi (standard),47.34,42.27,dar,W and SW Eurasia,Greater Mesopotamia,Eurasia
2947,Dargi (Chirag),47.43,41.84,dar,W and SW Eurasia,Greater Mesopotamia,Eurasia
2949,Dargi (Icari),47.57,41.98,dar,W and SW Eurasia,Greater Mesopotamia,Eurasia
2950,Dargi (Urakhi),47.58,42.33,dar,W and SW Eurasia,Greater Mesopotamia,Eurasia
2828,Agul,47.59,41.78,agx,W and SW Eurasia,Greater Mesopotamia,Eurasia
145,Dargi (Kubachi),47.6,42.09,dar,W and SW Eurasia,Greater Mesopotamia,Eurasia
856,Aghul,47.67,41.75,agx,W and SW Eurasia,Greater Mesopotamia,Eurasia
162,Lezgi,47.83,41.67,lez,W and SW Eurasia,Greater Mesopotamia,Eurasia
2967,Dargi (Kaitag),47.85,42.11,dar,W and SW Eurasia,Greater Mesopotamia,Eurasia
2511,Tabasaran,47.92,41.83,tab,W and SW Eurasia,Greater Mesopotamia,Eurasia
3208,Tabasaran (Northern: Djubek),47.97,42.02,tab,W and SW Eurasia,Greater Mesopotamia,Eurasia
2424,Koluri,48,37,shm,W and SW Eurasia,Greater Mesopotamia,Eurasia
413,Xinalug,48.13,41.18,kjj,W and SW Eurasia,Greater Mesopotamia,Eurasia
1816,Kryz,48.25,41.22,kry,W and SW Eurasia,Greater Mesopotamia,Eurasia
987,Budukh,48.37,41.19,bdk,W and SW Eurasia,Greater Mesopotamia,Eurasia
2926,Takestani,48.48,36.67,tks,W and SW Eurasia,Greater Mesopotamia,Eurasia
2922,Tarom,48.48,36.66,tov,W and SW Eurasia,Greater Mesopotamia,Eurasia
748,Azerbaijani,48.5,40.5,aze,W and SW Eurasia,Greater Mesopotamia,Eurasia
1913,Luri,48.5,33.5,lrc,W and SW Eurasia,Greater Mesopotamia,Eurasia
2002,Mandaic (Modern),48.5,31,mid,W and SW Eurasia,Greater Mesopotamia,Eurasia
2924,Shahrudi,48.61,37.33,shm,W and SW Eurasia,Greater Mesopotamia,Eurasia
1428,Talysh (Azerbaijan),48.67,38.75,tly,W and SW Eurasia,Greater Mesopotamia,Eurasia
2631,Tat (Muslim),48.75,41.25,ttt,W and SW Eurasia,Greater Mesopotamia,Eurasia
2929,Talysh (Northern),48.85,38.75,tly,W and SW Eurasia,Greater Mesopotamia,Eurasia
842,Arabic (Gulf),49,26,afb,W and SW Eurasia,Greater Mesopotamia,Eurasia
1429,Talysh (Southern),49,37,tly,W and SW Eurasia,Greater Mesopotamia,Eurasia
2750,Kabatei,49.42,36.75,xkp,W and SW Eurasia,Greater Mesopotamia,Eurasia
2578,Tati (Southern),49.67,36,tks,W and SW Eurasia,Greater Mesopotamia,Eurasia
2925,Chali,49.8,35.7,tks,W and SW Eurasia,Greater Mesopotamia,Eurasia
2681,Vafsi,49.92,34.67,vaf,W and SW Eurasia,Greater Mesopotamia,Eurasia
1549,Gilaki,50,37.33,glk,W and SW Eurasia,Greater Mesopotamia,Eurasia
670,Khalaj,50,35,klj,W and SW Eurasia,Greater Mesopotamia,Eurasia
2927,Eshtehardi,50.36,35.7,esh,W and SW Eurasia,Greater Mesopotamia,Eurasia
843,Arabic (Bahrain),50.5,26,abv,W and SW Eurasia,Greater Mesopotamia,Eurasia
73,Elamite,51,32,elx,W and SW Eurasia,Greater Mesopotamia,Eurasia
1224,Armenian (Iranian),51.67,32.67,hye,W and SW Eurasia,Greater Mesopotamia,Eurasia
2126,Mazanderani,52,36.5,mzn,W and SW Eurasia,Greater Mesopotamia,Eurasia
456,Persian,52,34,pes,W and SW Eurasia,Greater Mesopotamia,Eurasia
1994,Mehri,53,18,gdq,W and SW Eurasia,Greater Mesopotamia,Eurasia
2425,Jibbali,55,17.5,shv,W and SW Eurasia,Greater Mesopotamia,Eurasia
1354,Bathari,56,18,bhm,W and SW Eurasia,Greater Mesopotamia,Eurasia
1346,Turkic (West Xorasan),56,36.67,kmz,W and SW Eurasia,Greater Mesopotamia,Eurasia
1618,Harsusi,56.5,20,hss,W and SW Eurasia,Greater Mesopotamia,Eurasia
1345,Turkic (East-Central Xorasan),59,37,kmz,W and SW Eurasia,Greater Mesopotamia,Eurasia
2029,Moghol,62,35,mhj,W and SW Eurasia,Greater Mesopotamia,Eurasia
1006,Balochi (Southern),64,26,bcc,W and SW Eurasia,Greater Mesopotamia,Eurasia
518,Brahui,67,28.5,brh,W and SW Eurasia,Greater Mesopotamia,Eurasia
2340,Pashto (Central),67,33,pst,W and SW Eurasia,Greater Mesopotamia,Eurasia
2258,Ormuri,69.75,32.5,oru,W and SW Eurasia,Greater Mesopotamia,Eurasia
3327,Balochi (Eastern),62,28,bgp,S/SE Asia,Indic,Eurasia
3312,Balochi (Western),62.2,37.8,bgn,S/SE Asia,Indic,Eurasia
2671,Urdu,67,25,urd,S/SE Asia,Indic,Eurasia
2305,Sign Language Indo-Pakistani (Karachi),68,28,pks,S/SE Asia,Indic,Eurasia
2454,Sindhi,69,26,snd,S/SE Asia,Indic,Eurasia
2762,Yaghnobi,69,39,yai,S/SE Asia,Indic,Eurasia
2892,Parachi,69.2,35.1,prc,S/SE Asia,Indic,Eurasia
3002,Parya,69.27,38.38,paq,S/SE Asia,Indic,Eurasia
1072,Kati (Afghanistan),70,35.5,bsh,S/SE Asia,Indic,Eurasia
2289,Tajik,70,38.67,tgk,S/SE Asia,Indic,Eurasia
2891,Munji,70.4,35.9,mnj,S/SE Asia,Indic,Eurasia
2333,Prasuni,71,35.5,prn,S/SE Asia,Indic,Eurasia
396,Waigali,71.25,35,wbk,S/SE Asia,Indic,Eurasia
2889,Sanglichi,71.3,36.43,sgy,S/SE Asia,Indic,Eurasia
2416,Rushan,71.5,38.17,sgh,S/SE Asia,Indic,Eurasia
2404,Savi,71.5,35,sdg,S/SE Asia,Indic,Eurasia
2686,Vasavi,71.5,24.5,vas,S/SE Asia,Indic,Eurasia
2761,Yazgulyam,71.5,38.5,yah,S/SE Asia,Indic,Eurasia
2890,Yidgha,71.5,35.9,ydg,S/SE Asia,Indic,Eurasia
2936,Palula,71.53,35.28,phl,S/SE Asia,Indic,Eurasia
2883,Khufi,71.56,37.95,sgh,S/SE Asia,Indic,Eurasia
2417,Ishkashimi,71.57,36.71,isk,S/SE Asia,Indic,Eurasia
2887,Roshorvi,71.59,37.93,sgh,S/SE Asia,Indic,Eurasia
2886,Bartangi,71.86,38.05,sgh,S/SE Asia,Indic,Eurasia
1544,Gujarati,72,23,guj,S/SE Asia,Indic,Eurasia
1779,Kalasha,72,35,kls,S/SE Asia,Indic,Eurasia
1752,Khowar,72,36,khw,S/SE Asia,Indic,Eurasia
2885,Shughni,72,37.7,sgh,S/SE Asia,Indic,Eurasia
2615,Torwali,72,34.25,trw,S/SE Asia,Indic,Eurasia
2709,Wakhi (Wakhan),72,36.5,wbl,S/SE Asia,Indic,Eurasia
1582,Kalami,72.5,35.5,gwc,S/SE Asia,Indic,Eurasia
1009,Bhili,73,22,bhb,S/SE Asia,Indic,Eurasia
1732,Kokni,73.5,20.75,dho,S/SE Asia,Indic,Eurasia
2022,Mawchi,73.67,21.33,mke,S/SE Asia,Indic,Eurasia
1356,Dumaki,74,36.17,dmk,S/SE Asia,Indic,Eurasia
1788,Konkani,74,15.25,knn,S/SE Asia,Indic,Eurasia
2315,Panjabi,74,31,pan,S/SE Asia,Indic,Eurasia
2401,Shina,74,36,scl,S/SE Asia,Indic,Eurasia
1007,Bagri,74.33,29.58,bgq,S/SE Asia,Indic,Eurasia
40,Burushaski,74.5,36.5,bsk,S/SE Asia,Indic,Eurasia
2916,Wakhi,74.6,36.3,wbl,S/SE Asia,Indic,Eurasia
1378,Dogri,75,33,dgo,S/SE Asia,Indic,Eurasia
2888,Sariqoli,75.22,37.78,srh,S/SE Asia,Indic,Eurasia
2539,Tulu,75.33,12.75,tcy,S/SE Asia,Indic,Eurasia
2021,Shekhawati,75.5,28,swv,S/SE Asia,Indic,Eurasia
636,Shina (Eastern),75.5,35.2,scl,S/SE Asia,Indic,Eurasia
535,Kannada,76,14,kan,S/SE Asia,Indic,Eurasia
633,Kashmiri,76,34,kas,S/SE Asia,Indic,Eurasia
2081,Marathi,76,19,mar,S/SE Asia,Indic,Eurasia
1096,Purki,76,34.67,prx,S/SE Asia,Indic,Eurasia
631,Balti,76.2,35,bft,S/SE Asia,Indic,Eurasia
1545,Gojri,76.25,32.75,gju,S/SE Asia,Indic,Eurasia
2930,Betta Kurumba,76.42,11.24,xub,S/SE Asia,Indic,Eurasia
1031,Brokskat,76.5,35.33,bkk,S/SE Asia,Indic,Eurasia
2019,Malayalam,76.5,10,mal,S/SE Asia,Indic,Eurasia
1002,Badaga,76.75,11.67,bfq,S/SE Asia,Indic,Eurasia
1862,Pattani,76.75,32.75,lae,S/SE Asia,Indic,Eurasia
2538,Toda,76.75,11.42,tcx,S/SE Asia,Indic,Eurasia
1733,Kodava,76.83,12.17,kfa,S/SE Asia,Indic,Eurasia
2911,Urali,76.95,9.86,url,S/SE Asia,Indic,Eurasia
1004,Bunan,77,32.5,bfu,S/SE Asia,Indic,Eurasia
99,Hindi,77,25,hin,S/SE Asia,Indic,Eurasia
142,Kota,77,11,kfe,S/SE Asia,Indic,Eurasia
1901,Lamani,77,17,lmn,S/SE Asia,Indic,Eurasia
699,Sanskrit,77,25,san,S/SE Asia,Indic,Eurasia
1868,Tinani,77.17,32.33,lbf,S/SE Asia,Indic,Eurasia
3190,Kanashi,77.25,32.1,xns,S/SE Asia,Indic,Eurasia
2399,Tod,77.25,32.42,sbu,S/SE Asia,Indic,Eurasia
1737,Korku,77.8,21.1,kfq,S/SE Asia,Indic,Eurasia
197,Nahali,77.83,19.75,nlx,S/SE Asia,Indic,Eurasia
2906,Irula,78,11,tam,S/SE Asia,Indic,Eurasia
626,Kinnauri,78,31.5,kfk,S/SE Asia,Indic,Eurasia
548,Ladakhi,78,34,lbj,S/SE Asia,Indic,Eurasia
1423,Spitian,78,32.25,spt,S/SE Asia,Indic,Eurasia
1417,Tamil (Spoken),78,11,tam,S/SE Asia,Indic,Eurasia
1686,Zhang-Zhung,78.42,31.58,jna,S/SE Asia,Indic,Eurasia
595,Kolami,78.5,20,kfb,S/SE Asia,Indic,Eurasia
2605,Nyamkad,78.5,32,tpq,S/SE Asia,Indic,Eurasia
2536,Tamil,78.5,11,tam,S/SE Asia,Indic,Eurasia
2909,Saurashtra,78.69,10.8,saz,S/SE Asia,Indic,Eurasia
1422,Jad,79,30.83,jda,S/SE Asia,Indic,Eurasia
2537,Telugu,79,16,tel,S/SE Asia,Indic,Eurasia
627,Rangpas,79.5,30.6,bod,S/SE Asia,Indic,Eurasia
786,Rongpo,79.58,30.25,rnp,S/SE Asia,Indic,Eurasia
1388,Darmiya,79.75,30,drd,S/SE Asia,Indic,Eurasia
1738,Kumauni,80,30,kfy,S/SE Asia,Indic,Eurasia
1340,Kumauni (Johari),80,30.67,kfy,S/SE Asia,Indic,Eurasia
1648,Sign Language Indo-Pakistani (Indian dialects),80,24,ins,S/SE Asia,Indic,Eurasia
1131,Chaudangsi,80.25,30,cdn,S/SE Asia,Indic,Eurasia
3126,Rangkas,80.32,29.5,rgk,S/SE Asia,Indic,Eurasia
628,Byangsi,80.5,30.17,bee,S/SE Asia,Indic,Eurasia
2456,Sinhala,80.5,7,sin,S/SE Asia,Indic,Eurasia
1537,Gondi,81,19,gno,S/SE Asia,Indic,Eurasia
1610,Halbi,81,21,hlb,S/SE Asia,Indic,Eurasia
2687,Vedda,81,7,ved,S/SE Asia,Indic,Eurasia
735,Raji,81.16,28.44,rji,S/SE Asia,Indic,Eurasia
1736,Koya,81.33,17.5,kff,S/SE Asia,Indic,Eurasia
946,Awadhi,81.5,27,awa,S/SE Asia,Indic,Eurasia
1005,Remo,82,18,rem,S/SE Asia,Indic,Eurasia
2279,Parji (Dravidian),82.5,19.5,pci,S/SE Asia,Indic,Eurasia
228,Gorum,82.6,18.8,pcj,S/SE Asia,Indic,Eurasia
1851,Kuvi,82.67,18.75,kxv,S/SE Asia,Indic,Eurasia
664,Kham,82.75,28.5,kjl,S/SE Asia,Indic,Eurasia
1734,Konda,83,19.5,kfc,S/SE Asia,Indic,Eurasia
2257,Oriya (Kotia),83,18.33,ort,S/SE Asia,Indic,Eurasia
2866,Pali,83,25.2,pli,S/SE Asia,Indic,Eurasia
728,Kaike,83.05,29.1,kzq,S/SE Asia,Indic,Eurasia
629,Chantyal,83.42,28.58,chx,S/SE Asia,Indic,Eurasia
3147,Gadaba (Kondekor),83.5,18.75,gdb,S/SE Asia,Indic,Eurasia
1841,Kui (India),83.59,19.2,kxu,S/SE Asia,Indic,Eurasia
729,Magar,83.59,28.83,mgp,S/SE Asia,Indic,Eurasia
1524,Gadaba,83.67,19,gbj,S/SE Asia,Indic,Eurasia
3176,Tangbe,83.75,28.91,skj,S/SE Asia,Indic,Eurasia
730,Thakali,83.75,29,ths,S/SE Asia,Indic,Eurasia
1051,Baragaunle,83.83,28.83,loy,S/SE Asia,Indic,Eurasia
2075,Magar (Syangja),83.83,28.08,mrd,S/SE Asia,Indic,Eurasia
2284,Pengo,83.83,19.83,peg,S/SE Asia,Indic,Eurasia
1011,Bhojpuri,84,25.5,bho,S/SE Asia,Indic,Eurasia
1399,Darai,84,24,dry,S/SE Asia,Indic,Eurasia
690,Manange,84.01,28.4,nmm,S/SE Asia,Indic,Eurasia
2196,Nar-Phu,84.25,28.67,npa,S/SE Asia,Indic,Eurasia
434,Gurung,84.33,28.33,gvr,S/SE Asia,Indic,Eurasia
1750,Kharia,84.33,22.5,khr,S/SE Asia,Indic,Eurasia
2470,Sora,84.33,20,srb,S/SE Asia,Indic,Eurasia
1739,Kusunda,84.67,28,kgg,S/SE Asia,Indic,Eurasia
558,Mundari,84.67,23,unr,S/SE Asia,Indic,Eurasia
1130,Chepang,84.75,27.67,cdm,S/SE Asia,Indic,Eurasia
169,Maithili,85,26,mai,S/SE Asia,Indic,Eurasia
206,Nepali,85,28,nep,S/SE Asia,Indic,Eurasia
641,Oriya,85,21,ory,S/SE Asia,Indic,Eurasia
720,Tibetan (Kyirong),85.16,28.28,kgy,S/SE Asia,Indic,Eurasia
724,Tamang (Eastern),85.25,28,taj,S/SE Asia,Indic,Eurasia
1843,Kurukh,85.5,22.83,kru,S/SE Asia,Indic,Eurasia
2071,Magahi,85.5,23.5,mag,S/SE Asia,Indic,Eurasia
640,Newar (Kathmandu),85.5,27.67,new,S/SE Asia,Indic,Eurasia
632,Hayu,86,27.25,vay,S/SE Asia,Indic,Eurasia
1615,Ho,86,22,hoc,S/SE Asia,Indic,Eurasia
1691,Juang,86,21.33,jun,S/SE Asia,Indic,Eurasia
2563,Thangmi,86,27.75,thf,S/SE Asia,Indic,Eurasia
2956,Kõic,86.3,27.5,suz,S/SE Asia,Indic,Eurasia
3007,Bahing,86.4,27.3,bhj,S/SE Asia,Indic,Eurasia
2879,Dhangar,86.4,26.6,kxl,S/SE Asia,Indic,Eurasia
2998,Jero,86.44,27.32,jee,S/SE Asia,Indic,Eurasia
1362,Bhumij,86.5,21.33,unr,S/SE Asia,Indic,Eurasia
2865,Wambule,86.5,27.31,wme,S/SE Asia,Indic,Eurasia
2979,Thulung (Ribdung),86.65,27.44,tdh,S/SE Asia,Indic,Eurasia
2360,Camling,86.67,27,rab,S/SE Asia,Indic,Eurasia
1439,Dumi,86.67,27.25,dus,S/SE Asia,Indic,Eurasia
1778,Khaling,86.67,27.5,klr,S/SE Asia,Indic,Eurasia
2999,Old Thulung (Mukli),86.67,27.43,tdh,S/SE Asia,Indic,Eurasia
667,Thulung (Mukli),86.67,27.43,tdh,S/SE Asia,Indic,Eurasia
2980,Koyi,86.8,27.4,kkt,S/SE Asia,Indic,Eurasia
2402,Sherpa,86.83,27.75,xsr,S/SE Asia,Indic,Eurasia
1775,Kulung,87,27.5,kle,S/SE Asia,Indic,Eurasia
2863,Puma,87,26.8,pum,S/SE Asia,Indic,Eurasia
635,Santali,87,24.5,sat,S/SE Asia,Indic,Eurasia
2873,Bantawa,87.0475,27.1775,bap,S/SE Asia,Indic,Eurasia
3010,Lohorung,87.2,27.4,lbr,S/SE Asia,Indic,Eurasia
2862,Chintang,87.25,26.97,ctn,S/SE Asia,Indic,Eurasia
3117,Nepali (Eastern),87.29,26.82,npi,S/SE Asia,Indic,Eurasia
35,Belhare,87.3,26.97,byw,S/SE Asia,Indic,Eurasia
637,Yamphu,87.3,27.5,ybi,S/SE Asia,Indic,Eurasia
908,Athpare,87.33,27,aph,S/SE Asia,Indic,Eurasia
2996,Yakkha,87.38,27.21,ybh,S/SE Asia,Indic,Eurasia
630,Lhomi,87.42,27.67,lhm,S/SE Asia,Indic,Eurasia
1317,Dhimal,87.75,26.67,dhi,S/SE Asia,Indic,Eurasia
674,Limbu,87.75,27.17,lif,S/SE Asia,Indic,Eurasia
2880,Satar,87.8,26.5,sat,S/SE Asia,Indic,Eurasia
2881,Kisan,88,26.5,kru,S/SE Asia,Indic,Eurasia
639,Bangla,88.5,23,ben,S/SE Asia,Indic,Eurasia
552,Lepcha,88.5,27.17,lep,S/SE Asia,Indic,Eurasia
2430,Sikkimese,88.5,27.83,sip,S/SE Asia,Indic,Eurasia
1275,Deori,90.25,26,der,S/SE Asia,Indic,Eurasia
528,Garo,90.5,25.67,grt,S/SE Asia,Indic,Eurasia
3032,Atong,90.7,25.32,aot,S/SE Asia,Indic,Eurasia
2944,Rabha,90.7,26.3,rah,S/SE Asia,Indic,Eurasia
2353,Kachari,91,26.5,xac,S/SE Asia,Indic,Eurasia
1145,Bangla (Chittagong),91.83,22.33,ctg,S/SE Asia,Indic,Eurasia
1070,Bodo,92,26.5,brx,S/SE Asia,Indic,Eurasia
540,Khasi,92,25.5,kha,S/SE Asia,Indic,Eurasia
2617,Tshangla,92.17,27.83,tsj,S/SE Asia,Indic,Eurasia
517,Bawm,92.25,22.5,bgr,S/SE Asia,Indic,Eurasia
1188,Asho Chin,92.42,22.08,csh,S/SE Asia,Indic,Eurasia
1156,Khumi,92.42,21.92,cnk,S/SE Asia,Indic,Eurasia
1995,Arakanese (Marma),92.5,21.5,mhv,S/SE Asia,Indic,Eurasia
2610,Kokborok,92.5,24.33,trp,S/SE Asia,Indic,Eurasia
2407,Sherdukpen,92.5,27,sdp,S/SE Asia,Indic,Eurasia
754,Bugun,92.58,27.5,bgg,S/SE Asia,Indic,Eurasia
638,Assamese,93,26.5,asm,S/SE Asia,Indic,Eurasia
1327,Dimasa,93,25.5,dis,S/SE Asia,Indic,Eurasia
2499,Sulung,93.25,28.33,suv,S/SE Asia,Indic,Eurasia
2020,Mikir,93.5,26.33,mjw,S/SE Asia,Indic,Eurasia
1220,Nishi,93.5,27.5,njz,S/SE Asia,Indic,Eurasia
3335,Tagin,93.5,27.5,tgj,S/SE Asia,Indic,Eurasia
662,Apatani,93.75,27.5,apt,S/SE Asia,Indic,Eurasia
3314,Khezha,94.31,25.71,nkh,S/SE Asia,Indic,Eurasia
767,Gallong,94.67,28.17,adl,S/SE Asia,Indic,Eurasia
753,Bori,94.75,28.33,adi,S/SE Asia,Indic,Eurasia
