LID,Language,Longitude,Latitude,ISO639.3,Continent,Area,Macrocontinent
2299,Piratapuyo,-69.5,0.33,pir,S America,NE South America,Americas
1692,Hup,-69.25,0.17,jup,S America,NE South America,Americas
2513,Tariana,-69.17,1,tae,S America,NE South America,Americas
2637,Tucano,-69.17,0.5,tuo,S America,NE South America,Americas
1568,Guahibo,-69,5,guh,S America,NE South America,Americas
2269,Papiamentu,-69,12.25,pap,S America,NE South America,Americas
1789,Canamarí,-68.5,-6.5,knm,S America,NE South America,Americas
1799,Curripaco,-68.5,2.5,kpc,S America,NE South America,Americas
2343,Puinave,-68,4,pui,S America,NE South America,Americas
2590,Tacana,-68,-13.5,tna,S America,NE South America,Americas
2758,Yaruro,-68,7,yae,S America,NE South America,Americas
1115,Mosetén,-67.83,-14.75,cas,S America,NE South America,Americas
620,Araona,-67.75,-12.33,aro,S America,NE South America,Americas
784,Maipure,-67.5,5.5,qij,S America,NE South America,Americas
1515,Warekena,-67.5,1.5,gae,S America,NE South America,Americas
1846,Dâw,-67.08,-0.25,kwa,S America,NE South America,Americas
512,Apurina,-67,-9,apu,S America,NE South America,Americas
1219,Dení,-67,-6,dny,S America,NE South America,Americas
1668,Jamamadi,-67,-7.5,jaa,S America,NE South America,Americas
1948,Mapoyo,-67,6,mcg,S America,NE South America,Americas
2293,Piaroa,-67,5,pid,S America,NE South America,Americas
3305,Nhengatu,-66.96,1.05,yrl,S America,NE South America,Americas
960,Baniwa,-66.83,2.67,bwi,S America,NE South America,Americas
1113,Chácobo,-66.75,-12.17,cao,S America,NE South America,Americas
1116,Cavineña,-66.5,-13.33,cav,S America,NE South America,Americas
1938,Nadëb,-66.5,-1,mbj,S America,NE South America,Americas
2997,Reyesano,-66.44,-14.51,rey,S America,NE South America,Americas
1477,Ese Ejja,-66,-11,ese,S America,NE South America,Americas
673,Panare,-66,6.5,pbh,S America,NE South America,Americas
192,Movima,-65.67,-13.83,mzp,S America,NE South America,Americas
47,Cayuvava,-65.5,-13.5,cyb,S America,NE South America,Americas
693,Jarawara,-65.5,-7.5,jaa,S America,NE South America,Americas
2875,Waruwaru,-65.5,7,yau,S America,NE South America,Americas
1641,Ignaciano,-65.42,-15.17,ign,S America,NE South America,Americas
426,Yurakare,-65.25,-16.58,yuz,S America,NE South America,Americas
1044,Banawá,-65,-7,jaa,S America,NE South America,Americas
1949,Carib (De'kwana),-65,5.5,mch,S America,NE South America,Americas
1837,Karipuna (Guapore),-65,-10,kuq,S America,NE South America,Americas
576,Wari,-65,-11.33,pav,S America,NE South America,Americas
3258,Yuqui,-64.94,-16.79,yuq,S America,NE South America,Americas
3105,Djeoromitxi,-64.67,-12.04,jbt,S America,NE South America,Americas
348,Sanuma,-64.67,4.5,xsu,S America,NE South America,Americas
3104,Kanoé,-64.58,-12.18,kxo,S America,NE South America,Americas
117,Itonama,-64.33,-12.83,ito,S America,NE South America,Americas
1063,Baure,-64.17,-13.08,brg,S America,NE South America,Americas
958,Baré,-64,-0.33,bae,S America,NE South America,Americas
1827,Karitiâna,-64,-9.5,ktn,S America,NE South America,Americas
329,Paumarí,-64,-6,pad,S America,NE South America,Americas
2476,Sirionó,-64,-15.58,srq,S America,NE South America,Americas
3112,Caliana,-63.24,4.94,spc,S America,NE South America,Americas
3255,Pauserna,-63.19,-12.86,psm,S America,NE South America,Americas
3111,Awaké,-63.12,4.2,atx,S America,NE South America,Americas
2711,Yanomámi,-63,2.33,wca,S America,NE South America,Americas
2419,Shiriana,-62.83,3.5,shb,S America,NE South America,Americas
3106,Arikapú,-62.73,-12.49,ark,S America,NE South America,Americas
749,Bahuana,-62.5,-0.5,bae,S America,NE South America,Americas
1675,Jabutí,-62.25,-12.25,jbt,S America,NE South America,Americas
1580,Gavião,-62,-10.67,gvo,S America,NE South America,Americas
924,Karó (Arára),-62,-10.33,arr,S America,NE South America,Americas
600,Pemon,-62,5.33,aoc,S America,NE South America,Americas
333,Pirahã,-62,-7,myp,S America,NE South America,Americas
3268,Tenharim,-61.94,-7.93,pah,S America,NE South America,Americas
3107,Matanawí,-61.77,-8.11,qfu,S America,NE South America,Americas
3254,Guarayu,-61.69,-15.82,gyr,S America,NE South America,Americas
399,Warao,-61.67,9.33,wba,S America,NE South America,Americas
2751,Mekens,-61.5,-12.5,til,S America,NE South America,Americas
2935,Waimiri Atroari,-61.36,0.34,atr,S America,NE South America,Americas
11,Aikaná,-60.67,-12.67,tba,S America,NE South America,Americas
780,Kwazá,-60.67,-12.58,xwa,S America,NE South America,Americas
1117,Chiquito,-60,-17.5,cax,S America,NE South America,Americas
1936,Macushi,-60,4,mbc,S America,NE South America,Americas
2701,Wapishana,-60,2.67,wap,S America,NE South America,Americas
3113,Taruma,-59.9,-0.91,qoi,S America,NE South America,Americas
916,Akawaio,-59.5,6,ake,S America,NE South America,Americas
101,Hixkaryana,-59,-1,hix,S America,NE South America,Americas
200,Nambikwara,-59,-13,nab,S America,NE South America,Americas
2704,Wai Wai,-59,1,waw,S America,NE South America,Americas
1062,Berbice Dutch Creole,-58,5.33,brc,S America,NE South America,Americas
1565,Guató,-58,-17,gta,S America,NE South America,Americas
115,Iranshe,-58,-13,irn,S America,NE South America,Americas
2119,Mundurukú,-58,-7,myu,S America,NE South America,Americas
925,Rikbaktsa,-57.5,-11.83,rkb,S America,NE South America,Americas
2267,Parecis,-57,-14,pab,S America,NE South America,Americas
3266,Sateré-Mawé,-56.87,-3.64,mav,S America,NE South America,Americas
476,Kalihna,-56,5.5,car,S America,NE South America,Americas
475,Trió,-55.75,3.25,tri,S America,NE South America,Americas
3156,Kayabí,-55.5,-11,kyz,S America,NE South America,Americas
2474,Saramaccan,-55.5,4.5,srm,S America,NE South America,Americas
2475,Sranan,-55.33,5.83,srn,S America,NE South America,Americas
927,Lokono,-55.17,5.5,arw,S America,NE South America,Americas
1034,Bakairí,-55,-14,bkq,S America,NE South America,Americas
3170,Panará,-55,-10,kre,S America,NE South America,Americas
1693,Jurúna,-54.5,-5,jur,S America,NE South America,Americas
1334,Ndyuka,-54.5,5,djk,S America,NE South America,Americas
2706,Wayana,-54.17,3.25,way,S America,NE South America,Americas
905,Apalaí,-54,0,apy,S America,NE South America,Americas
3249,Awetí,-53.59,-12.93,awe,S America,NE South America,Americas
2703,Waurá,-53.5,-12.5,wau,S America,NE South America,Americas
3153,Kuikúro,-53.08,-12.42,kui,S America,NE South America,Americas
1497,Guianese French Creole,-53,5,gcr,S America,NE South America,Americas
383,Trumaí,-53,-12,tpy,S America,NE South America,Americas
1704,Kamayurá,-52.67,-12,kay,S America,NE South America,Americas
3264,Araweté,-52.5,-4.9,awt,S America,NE South America,Americas
2747,Xavante,-52.5,-15,xav,S America,NE South America,Americas
3068,Emerillon,-52.37,3.24,eme,S America,NE South America,Americas
3250,Xingú Asuriní,-52.32,-4.13,asn,S America,NE South America,Americas
2647,Kayapó,-52,-9,txu,S America,NE South America,Americas
2265,Wayampi,-52,1,oym,S America,NE South America,Americas
2270,Palikur,-51,3,plu,S America,NE South America,Americas
3261,Tapirapé,-50.54,-10.54,taf,S America,NE South America,Americas
1802,Javaé,-50.33,-10,kpj,S America,NE South America,Americas
3262,Parakanã,-50.06,-4.65,pak,S America,NE South America,Americas
648,Bororo,-50,-13,bor,S America,NE South America,Americas
2951,Karajá,-50,-11,kpj,S America,NE South America,Americas
3308,Xipaya,-49.95,-4.13,xiy,S America,NE South America,Americas
932,Tocantins Asurini,-49.5,-3.5,asu,S America,NE South America,Americas
3263,Anambé,-49.3,-2.71,aan,S America,NE South America,Americas
3307,Suruí Do Pará,-48.59,-5.93,mdz,S America,NE South America,Americas
3269,Tenetehara,-48.24,-2.61,tqb,S America,NE South America,Americas
2748,Xerénte,-48.17,-10,xer,S America,NE South America,Americas
3251,Avá-Canoeiro,-48.13,-13.61,avv,S America,NE South America,Americas
911,Apinayé,-48,-5.5,apn,S America,NE South America,Americas
2755,Krahô,-48,-8,xra,S America,NE South America,Americas
1104,Sign Language Brazilian,-48,-15,bzs,S America,NE South America,Americas
574,Urubú-Kaapor,-46.5,-2.33,urb,S America,NE South America,Americas
3252,Guajá,-46.37,-3.94,gvj,S America,NE South America,Americas
1566,Guajajara,-46,-5,gub,S America,NE South America,Americas
2661,Sign Language Urubú,-46,-2.33,uks,S America,NE South America,Americas
756,Canela,-45,-6,ram,S America,NE South America,Americas
43,Canela-Krahô,-45,-7,ram,S America,NE South America,Americas
506,Maxakalí,-40,-18,mbl,S America,NE South America,Americas
1509,Yaté,-37.5,-8,fun,S America,NE South America,Americas
644,Kiriri (Kipea),-37,-10,kzw,S America,NE South America,Americas
803,Tupi,-36,-6,tpw,S America,NE South America,Americas
127,Kawesqar,-75,-49,alc,S America,SE South America,Americas
565,Selknam,-70,-53,ona,S America,SE South America,Americas
2545,Tehuelche,-68,-48,teh,S America,SE South America,Americas
2760,Yahgan,-68,-55,yag,S America,SE South America,Americas
92,Gününa-Küne,-67,-41,pue,S America,SE South America,Americas
782,Lule,-64,-28,ule,S America,SE South America,Americas
840,Sign Language Argentinian,-63,-34,aed,S America,SE South America,Americas
2124,Wichí,-62.58,-22.5,mzh,S America,SE South America,Americas
1185,Chorote,-62.5,-22.5,crt,S America,SE South America,Americas
2514,Tapiete,-61.67,-19.75,tpj,S America,SE South America,Americas
582,Abipon,-61,-29,axb,S America,SE South America,Americas
180,Mataco,-61,-23,wlv,S America,SE South America,Americas
2050,Mocoví,-61,-28,moc,S America,SE South America,Americas
1109,Chulupí,-60.5,-23.5,cag,S America,SE South America,Americas
2306,Pilagá,-60,-25,plg,S America,SE South America,Americas
953,Ayoreo,-59.25,-20.25,ayo,S America,SE South America,Americas
1879,Lengua,-59,-22.5,leg,S America,SE South America,Americas
2596,Toba,-59,-26.5,tob,S America,SE South America,Americas
1576,Guana,-58,-22,gva,S America,SE South America,Americas
477,Maká,-57.5,-25,mca,S America,SE South America,Americas
1706,Kadiwéu,-57,-20,kbc,S America,SE South America,Americas
3306,Pai Tavytera,-56.12,-23.16,pta,S America,SE South America,Americas
89,Guaraní (Paraguayan),-56,-26,gug,S America,SE South America,Americas
2543,Terena,-56,-20,ter,S America,SE South America,Americas
1572,Aché,-55.17,-25.25,guq,S America,SE South America,Americas
3304,Chiripá,-55.05,-25.65,nhd,S America,SE South America,Americas
1740,Kaiwá,-55,-25,kgk,S America,SE South America,Americas
3253,Xetá,-52.23,-24.94,xet,S America,SE South America,Americas
1741,Kaingang,-52,-26,kgp,S America,SE South America,Americas
3131,Mbyá Guaraní,-50.36,-25.87,gun,S America,SE South America,Americas
646,Xokleng,-50,-24.5,xok,S America,SE South America,Americas
3108,Otí,-47.95,-23.46,oti,S America,SE South America,Americas
3259,Tupinambá,-42.11,-22.81,tpn,S America,SE South America,Americas
3114,Krenak,-41.23,-19,kqq,S America,SE South America,Americas
1635,Sign Language Icelandic,-18,65,icl,W and SW Eurasia,Europe,Eurasia
110,Icelandic,-17,65,isl,W and SW Eurasia,Europe,Eurasia
1301,Irish (Munster),-9,52.5,gle,W and SW Eurasia,Europe,Eurasia
1550,Galician,-8,43,glg,W and SW Eurasia,Europe,Eurasia
435,Irish,-8,53,gle,W and SW Eurasia,Europe,Eurasia
1300,Irish (Donegal),-8,55,gle,W and SW Eurasia,Europe,Eurasia
3213,Irish (Old),-8,53,sga,W and SW Eurasia,Europe,Eurasia
2338,Língua Gestual Portuguesa,-8,40,psr,W and SW Eurasia,Europe,Eurasia
609,Portuguese,-8,39,por,W and SW Eurasia,Europe,Eurasia
1654,Sign Language Irish,-7.5,53.5,isg,W and SW Eurasia,Europe,Eurasia
710,Faroese,-7,62,fao,W and SW Eurasia,Europe,Eurasia
936,Asturian,-6,43.25,ast,W and SW Eurasia,Europe,Eurasia
1183,Cornish,-5,50.33,cor,W and SW Eurasia,Europe,Eurasia
2014,Manx,-4.5,54.17,glv,W and SW Eurasia,Europe,Eurasia
2374,Romani (Welsh),-4,52,rmw,W and SW Eurasia,Europe,Eurasia
715,Scottish Gaelic,-4,57,gla,W and SW Eurasia,Europe,Eurasia
569,Spanish,-4,40,spa,W and SW Eurasia,Europe,Eurasia
1236,Basque (Bidasoa Valley),-3.83,43,eus,W and SW Eurasia,Europe,Eurasia
1241,Basque (Oñati),-3.5,42.5,eus,W and SW Eurasia,Europe,Eurasia
32,Basque,-3,43,eus,W and SW Eurasia,Europe,Eurasia
1237,Basque (Gernica),-3,43.33,eus,W and SW Eurasia,Europe,Eurasia
1238,Basque (Hondarribia),-3,42.5,eus,W and SW Eurasia,Europe,Eurasia
1244,Basque (Zeberio),-3,42,eus,W and SW Eurasia,Europe,Eurasia
1067,Breton,-3,48,bre,W and SW Eurasia,Europe,Eurasia
2485,Sign Language Spanish,-3,40,ssp,W and SW Eurasia,Europe,Eurasia
2726,Welsh,-3,52,cym,W and SW Eurasia,Europe,Eurasia
1239,Basque (Lekeitio),-2.5,43,eus,W and SW Eurasia,Europe,Eurasia
1240,Basque (Northern High Navarrese),-2.5,43.33,eus,W and SW Eurasia,Europe,Eurasia
1242,Basque (Roncalese),-2,43,eus,W and SW Eurasia,Europe,Eurasia
1243,Basque (Sakana),-2,42.5,eus,W and SW Eurasia,Europe,Eurasia
1235,Basque (Basaburua and Imoz),-1.67,43,eus,W and SW Eurasia,Europe,Eurasia
1075,Basque (Souletin),-1.5,43.5,eus,W and SW Eurasia,Europe,Eurasia
714,Shetland Norn,-1.09,60.09,nrn,W and SW Eurasia,Europe,Eurasia
2833,English (Old),-1,52,ang,W and SW Eurasia,Europe,Eurasia
2854,High German (Old),-1,52,goh,W and SW Eurasia,Europe,Eurasia
2853,Low German (Old),-1,52,nds,W and SW Eurasia,Europe,Eurasia
2856,Old Norse,-1,52,non,W and SW Eurasia,Europe,Eurasia
2855,Old Saxon,-1,52,osx,W and SW Eurasia,Europe,Eurasia
1012,Sign Language British,-1,52,bfi,W and SW Eurasia,Europe,Eurasia
74,English,0,52,eng,W and SW Eurasia,Europe,Eurasia
726,Catalan (Standard),2,41.75,cat,W and SW Eurasia,Europe,Eurasia
79,French (colloquial),2,48,fra,W and SW Eurasia,Europe,Eurasia
1904,Occitan,2,44,oci,W and SW Eurasia,Europe,Eurasia
3024,Catalan (Balearic),2.39,39.34,cat,W and SW Eurasia,Europe,Eurasia
1503,Sign Language French,3,47,fsl,W and SW Eurasia,Europe,Eurasia
2693,Dutch (Zeeuws),3.75,51.5,nld,W and SW Eurasia,Europe,Eurasia
1089,Sign Language Flemish,4,51,vgt,W and SW Eurasia,Europe,Eurasia
1270,Dutch (Brabantic),4.5,50.75,nld,W and SW Eurasia,Europe,Eurasia
766,(Frisian),5,53,fris,W and SW Eurasia,Europe,Eurasia
1271,Dutch (Limburg),5.5,51,nld,W and SW Eurasia,Europe,Eurasia
1400,Sign Language Dutch,5.5,52.25,dse,W and SW Eurasia,Europe,Eurasia
1440,Dutch,6,52.5,nld,W and SW Eurasia,Europe,Eurasia
1498,Frisian (Western),6,53,fry,W and SW Eurasia,Europe,Eurasia
2335,Provencal,6,44,frp,W and SW Eurasia,Europe,Eurasia
712,Norwegian (Nynorsk),6.06,62.09,nno,W and SW Eurasia,Europe,Eurasia
1921,Luxemburgeois,6.17,49.83,ltz,W and SW Eurasia,Europe,Eurasia
1795,German (Ripuarian),7,51,ksh,W and SW Eurasia,Europe,Eurasia
1307,German (Bern),7.42,47,gsw,W and SW Eurasia,Europe,Eurasia
1305,Alsatian,7.5,48.5,gsw,W and SW Eurasia,Europe,Eurasia
1500,Frisian (Eastern),7.5,53.58,frs,W and SW Eurasia,Europe,Eurasia
2857,Frisian (Old),7.5,53.58,ofs,W and SW Eurasia,Europe,Eurasia
2717,German (Westphalian),7.5,52,wep,W and SW Eurasia,Europe,Eurasia
2311,Italian (Turinese),7.67,45,ita,W and SW Eurasia,Europe,Eurasia
2506,Low German,7.74,53,pdt,W and SW Eurasia,Europe,Eurasia
1310,German (Zurich),8.5,47.42,gsw,W and SW Eurasia,Europe,Eurasia
3003,Corsican,8.76,41.92,cos,W and SW Eurasia,Europe,Eurasia
1391,Romansch (Sursilvan),8.83,46.67,roh,W and SW Eurasia,Europe,Eurasia
3001,Jutish,8.86,54.94,jut,W and SW Eurasia,Europe,Eurasia
1886,Italian (Genoa),8.95,44.42,ita,W and SW Eurasia,Europe,Eurasia
1499,Frisian (North),9,54.5,frr,W and SW Eurasia,Europe,Eurasia
2205,Norsk Tegnspråk,9,61,nsl,W and SW Eurasia,Europe,Eurasia
727,Sardinian,9,40,srd,W and SW Eurasia,Europe,Eurasia
1309,German (Thurgau),9.17,47.58,gsw,W and SW Eurasia,Europe,Eurasia
2368,Romansch,9.17,46.67,roh,W and SW Eurasia,Europe,Eurasia
1308,German (Ostschweiz),9.25,47.42,gsw,W and SW Eurasia,Europe,Eurasia
1306,German (Appenzell),9.33,47.33,gsw,W and SW Eurasia,Europe,Eurasia
1389,Romansch (Scharans),9.5,46.75,roh,W and SW Eurasia,Europe,Eurasia
1296,German (Hannover),9.67,52.42,deu,W and SW Eurasia,Europe,Eurasia
1390,Romansch (Surmeiran),9.75,46.58,roh,W and SW Eurasia,Europe,Eurasia
1375,Danish,10,56,dan,W and SW Eurasia,Europe,Eurasia
87,German,10,52,deu,W and SW Eurasia,Europe,Eurasia
711,Norwegian (Bokmål),10.45,59.55,nob,W and SW Eurasia,Europe,Eurasia
732,Etruscan,11,43.42,ett,W and SW Eurasia,Europe,Eurasia
1298,German (Thuringian),11,51,deu,W and SW Eurasia,Europe,Eurasia
1563,Sign Language German,11,52,gsg,W and SW Eurasia,Europe,Eurasia
701,Saami (South),11.24,62.35,sma,W and SW Eurasia,Europe,Eurasia
1328,Italian (Fiorentino),11.25,43.75,ita,W and SW Eurasia,Europe,Eurasia
1471,Italian (Bologna),11.33,44.5,ita,W and SW Eurasia,Europe,Eurasia
963,German (Bavarian),11.5,49,bar,W and SW Eurasia,Europe,Eurasia
1297,German (Mansfeldisch),11.5,51.58,deu,W and SW Eurasia,Europe,Eurasia
1895,Ladin,11.92,46.58,lld,W and SW Eurasia,Europe,Eurasia
725,Italian,12,43,ita,W and SW Eurasia,Europe,Eurasia
2893,Latin,12,42.6,lat,W and SW Eurasia,Europe,Eurasia
2326,Polabian,12.83,51,pox,W and SW Eurasia,Europe,Eurasia
1653,Sign Language Italian,13,42,ise,W and SW Eurasia,Europe,Eurasia
2894,Sicilian,13.22,38.07,scn,W and SW Eurasia,Europe,Eurasia
1295,German (Berlin),13.33,52.5,deu,W and SW Eurasia,Europe,Eurasia
1227,German (Upper Austrian),14,47,bar,W and SW Eurasia,Europe,Eurasia
800,Sorbian,14,51.5,sorb,W and SW Eurasia,Europe,Eurasia
734,Dalska,14.07,61.22,qer,W and SW Eurasia,Europe,Eurasia
2197,Italian (Napolitanian),14.25,40.92,ita,W and SW Eurasia,Europe,Eurasia
2714,Sorbian (Lower),14.33,51.75,dsb,W and SW Eurasia,Europe,Eurasia
2033,Maltese,14.42,35.92,mlt,W and SW Eurasia,Europe,Eurasia
2716,Sorbian (Upper),14.5,51.83,hsb,W and SW Eurasia,Europe,Eurasia
1207,Czech,15,50,ces,W and SW Eurasia,Europe,Eurasia
2447,Slovene,15,46,slv,W and SW Eurasia,Europe,Eurasia
2503,Svenska Teckenspråket,15,59,swl,W and SW Eurasia,Europe,Eurasia
677,Swedish,15,60,swe,W and SW Eurasia,Europe,Eurasia
1256,Slovincian,16,54,csb,W and SW Eurasia,Europe,Eurasia
702,Saami (Lule),16.04,68.03,smj,W and SW Eurasia,Europe,Eurasia
1228,German (Viennese),16.33,48.17,bar,W and SW Eurasia,Europe,Eurasia
2372,Romani (Burgenland),16.5,47.5,rmo,W and SW Eurasia,Europe,Eurasia
704,Saami (Ume),17.3,65.32,sju,W and SW Eurasia,Europe,Eurasia
703,Saami (Pite),17.54,66.03,sje,W and SW Eurasia,Europe,Eurasia
1407,Bosnian,18,43,bos,W and SW Eurasia,Europe,Eurasia
1187,Kashubian,18,54,csb,W and SW Eurasia,Europe,Eurasia
2832,Gothic,18.55,57.5,got,W and SW Eurasia,Europe,Eurasia
2471,Serbian-Croatian,19,44,hrv,W and SW Eurasia,Europe,Eurasia
